Sample_ID_IfH,Organism_Code,Imipenem,amikacin,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim-sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin-tazobactam,tobramycin,colistin,cefotaxime,cefuroxime,ampicillin,amoxicillin-clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime-avibactam,cefpodoxime,ceftriaxone,doripenem,ampicillin-sulbactam,piperacillin,Imipenem-relebactam,ceftolozane-tazobactam,ceftaroline,cefazolin,nitrofurantoin,ofloxacin,cefiderocol,ticarcillin-clavulanic acid,amoxicillin,sulfamethoxazole
573.66032,EKP,S,,R,,,S,,,R,R,,R,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.65904,EKP,,,,R,,,,,,R,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.17914,EKP,R,,,R,S,R,,,,,R,,S,R,,R,,R,R,,S,,R,R,R,,,R,,R,,,,,,
573.46854,EKP,,R,R,R,R,,R,,S,R,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,S,,,
573.65985,EKP,,,S,S,S,,R,,,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29984,EKP,R,,S,,R,,R,,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
72407.2586,EKP,,S,S,R,,,R,,,R,R,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2593,EKP,,S,S,,S,,R,,R,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.67366,EKP,S,,,R,S,,,R,,,,,,,,,,,,,S,,,,,,S,R,,,,,,,,
72407.2838,EKP,,,,R,,,,,,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4077,EKP,S,,S,,,,,,,R,R,,,S,R,,R,S,S,,,,,,,,,,,,,,,,,
72407.2361,EKP,S,S,S,R,S,S,,,,,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66539,EKP,,,R,R,R,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4223,EKP,S,,,,,,,,,S,,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.46359,EKP,,R,,R,R,R,,,,R,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.29896,EKP,,,S,,,,R,R,,,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.24439,EKP,R,S,R,,S,R,,,R,R,,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.67361,EKP,,,R,R,S,R,,,,,,,,,,,,,,,S,,,,,,S,R,,,,,,,,
72407.2298,EKP,S,S,,S,S,S,,,S,,,,S,S,S,,,S,S,,,S,S,S,S,S,,,,,,,,,,
573.66372,EKP,,S,,R,R,,,,S,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
1284796.3,EKP,R,S,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66338,EKP,,,,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66395,EKP,,,S,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24359,EKP,R,,,R,S,,,R,,,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.66008,EKP,,,,,,,,,,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4216,EKP,S,,,,,,,,,S,,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2784,EKP,,,S,R,,,R,,R,,,,S,R,S,,,R,R,,,R,R,S,S,R,,,,,,,,,,
573.66532,EKP,,,,,R,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66367,EKP,,S,R,R,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.7058,EKP,S,,S,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2482,EKP,,,S,R,,,,,,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46401,EKP,,R,,,R,,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.29915,EKP,R,,,,R,,R,,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
573.24453,EKP,,,,,,R,R,,,R,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2507,EKP,,,,,,S,,,,,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4217,EKP,,,,,,,,,,R,,,,S,R,,R,S,R,,,,,,,,,,,,,,,,,
573.66315,EKP,,R,,R,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4176,EKP,S,,R,,,,,,,R,S,,,S,S,,S,S,R,,,,,,,,,,,,,,,,,
573.4081,EKP,S,,S,,,,,,,R,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.29962,EKP,,,R,,,,R,R,,R,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.66463,EKP,,,,,,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.153,EKP,R,R,R,R,S,R,R,R,R,R,R,R,R,R,,,,R,R,,,,,S,,,,,,,,,,R,,
1328411.3,EKP,,R,R,,R,,R,,,R,R,R,,,R,,,R,,,,,,,R,,,,,R,,,,,,
1284814.3,EKP,S,R,S,R,S,R,R,R,R,R,R,R,R,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.5779,EKP,R,R,S,R,R,,R,,R,R,R,R,R,R,,R,,R,,,,,,,R,,,,R,R,,,,,,
573.66307,EKP,,R,R,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.46406,EKP,R,,,,R,,,,,R,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.30011,EKP,R,R,S,,R,,R,,,R,,,R,,,,,,S,,S,,,,,,,,,,,,,,,
573.1923,EKP,,S,S,R,S,,R,R,R,R,R,S,S,,,,,R,R,,,,R,,,,,,,,,,,,,
573.66275,EKP,,,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.227,EKP,S,,S,R,,,R,,,R,S,R,S,R,S,,,R,R,,,R,R,S,S,S,,,,,,,,R,,
573.4135,EKP,S,,,,,,,,,R,S,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
1284787.3,EKP,R,R,R,R,S,R,R,R,R,R,R,R,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.31623,EKP,,R,,R,,,,,,,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
573.29986,EKP,R,S,R,,R,,R,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.7042,EKP,S,,S,,,,,,,R,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.30006,EKP,R,,S,,R,,R,R,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2179,EKP,S,S,,S,S,S,,,,S,,S,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
573.4185,EKP,S,,,,,,,,,R,,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2873,EKP,S,,,,S,S,,,S,S,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
1328424.3,EKP,,,S,,R,,,,,R,R,R,R,,,,,R,R,,,,,,R,,,,,R,,,,,,
72407.2364,EKP,,,,,,S,,,R,,,S,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.256,EKP,,,R,,,R,R,R,R,,,S,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.24444,EKP,R,,R,,,,,R,R,,,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.4049,EKP,S,,S,,,,,,,S,R,,,,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2675,EKP,,S,R,R,,,,,,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.20062,EKP,,,R,R,S,R,R,R,,R,R,R,S,R,,R,R,R,R,,,,R,R,R,,,,,R,,,,,,
573.29967,EKP,R,S,S,,,,,,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.7043,EKP,S,,S,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
72407.2182,EKP,,,,R,,S,,,,R,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46855,EKP,,,,R,R,,,R,S,R,,,S,,,,R,R,S,,R,,R,,,,,R,,,,,,,,
573.12772,EKP,R,,R,,,R,,R,,,,,,R,,R,R,R,,,,,R,R,,,,,,R,,,,,,
573.66023,EKP,S,S,S,,S,,R,,,S,,,S,R,S,,,S,S,,,R,R,S,S,R,,,,,,,,,,
573.46334,EKP,S,,,,R,R,,,,,,,,R,,,,R,S,,,,R,,,R,,,,,,,,,,
573.66013,EKP,S,S,,R,,S,,,,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2648,EKP,,S,,,S,S,,,R,,S,,S,R,R,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2193,EKP,,S,R,R,,,,,,,,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.24425,EKP,,R,S,,S,,,,,,R,,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
72407.2855,EKP,S,S,,,S,S,R,,R,,S,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66257,EKP,,R,R,,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2843,EKP,,,S,S,,,R,,,R,S,,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
573.5623,EKP,,,,,,,R,,,,R,R,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.66443,EKP,,S,,R,R,,,,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.29955,EKP,R,S,R,,R,,,,,,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.29908,EKP,R,,S,,R,,R,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.66268,EKP,,S,,,,,,,S,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
72407.2645,EKP,,S,R,R,,,,,,R,S,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
573.46408,EKP,R,,,R,R,R,,,,,,,,R,,,,R,R,,,,R,,,R,,,,,,,,,,
573.66232,EKP,,,R,R,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66537,EKP,,,R,R,R,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65948,EKP,S,S,S,R,,S,R,,R,R,S,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.29873,EKP,,,S,,R,,,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.29885,EKP,R,,R,,S,,,R,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.29892,EKP,R,S,R,,,,R,R,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.24361,EKP,,,S,R,S,,S,,,R,,,S,R,,R,R,R,S,,,,R,S,,,,,,R,,,,,,
573.65968,EKP,S,,R,R,S,,,,,,,R,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.7216,EKP,,S,S,R,S,,R,R,R,R,R,S,S,,,,,R,R,,,,R,,,,,,,,,,,,,
573.66329,EKP,,R,R,,,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.4167,EKP,S,,S,,,,,,,R,R,,,S,R,,R,R,R,,,,,,,,,,,,,,,,,
573.29921,EKP,,S,S,,,,R,R,,,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.65991,EKP,,,,,,,R,,R,,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.7048,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,R,,,,,,,,,,,,,,,,,
72407.2427,EKP,S,,,,S,,,,,R,S,,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.66325,EKP,,,,R,,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.24386,EKP,,,,S,S,,,,,,S,R,S,R,,R,S,R,R,,,,R,S,,,,,,R,,,,,,
573.66456,EKP,,,,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65979,EKP,S,S,S,,S,,R,,S,S,S,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
573.4227,EKP,,,R,,,,,,,S,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.30017,EKP,R,,R,,R,,R,,,R,,,R,,,,,,R,,S,,,,,,,,,,,,,,,
72407.2222,EKP,,,,,S,S,,,,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.31616,EKP,R,,,R,R,,,,,R,,,R,R,,,R,R,R,,,,,,,,,,,,,,,,,
72407.2186,EKP,,,,R,S,,R,,,R,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66007,EKP,S,,,R,S,,R,,R,S,S,,S,R,S,,,S,R,,,R,R,S,R,S,,,,,,,,,,
1328390.3,EKP,S,S,S,,S,S,R,S,,S,,,,S,,R,,S,R,,,,,,S,,,,,S,,,,,,
573.5764,EKP,R,R,S,R,R,,R,,R,R,R,R,R,R,,R,,R,,,,,,,R,,,,R,R,,,,,,
72407.2526,EKP,S,,S,,,,,,,S,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.66303,EKP,,S,,R,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66423,EKP,,,S,,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66408,EKP,,,,,,,,R,R,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2307,EKP,S,S,S,,S,,R,,,R,S,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.29946,EKP,R,,,,R,,R,,,R,,,S,,,,,,S,,S,,,,,,,,,,,,,,,
573.24336,EKP,R,S,,,S,,R,,,R,R,R,S,R,,R,R,R,R,,,,R,R,,,,,,R,,,,,,
573.65923,EKP,S,,S,,S,S,,,S,S,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
573.65972,EKP,S,,,R,S,,,,R,R,,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
1328392.3,EKP,S,S,S,,S,S,R,S,,S,,,,S,,R,,S,R,,,,,,S,,,,,S,,,,,,
72407.2596,EKP,,,S,,S,S,R,,,R,S,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4182,EKP,S,,R,,,,,,,R,R,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.4172,EKP,S,,S,,,,,,,R,S,,,S,S,,R,S,R,,,,,,,,,,,,,,,,,
72407.2739,EKP,,R,R,R,S,,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2528,EKP,S,S,R,R,S,S,,,,R,R,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66216,EKP,,,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65966,EKP,S,S,S,R,S,,R,,,,,S,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
574.102,EKP,,S,S,,,S,,,R,,,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2313,EKP,S,,S,S,,,R,,,,S,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.4125,EKP,,,,,,,,,,,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
72407.2554,EKP,,S,R,R,S,,R,,,,,,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
573.29918,EKP,S,S,,,S,,,,,R,,,S,,,,,,R,,S,,,,,,,,,,,,,,,
573.24384,EKP,,,S,,S,,,S,S,S,,S,S,S,,R,S,S,S,,,,S,S,,,,,,S,,,,,,
72407.2878,EKP,S,,,R,,,,,,R,,,S,R,R,,,R,R,,,R,R,S,R,S,,,,,,,,,,
573.4084,EKP,S,,R,,,,,,,R,S,,,R,R,,R,R,S,,,,,,,,,,,,,,,,,
573.65911,EKP,,,S,,,S,,,,S,S,,S,S,S,,,S,R,,,S,S,S,S,R,,,,,,,,,,
573.66368,EKP,,S,S,S,R,,,,,,,,,R,R,R,R,S,,,,,,,,,,,,,,,,,,
72407.1435,EKP,S,,R,R,S,R,,,,,,,,R,,,,R,S,,,,,,,,,,,,,,,,,
573.66342,EKP,,S,,,,,,,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2562,EKP,S,S,R,,,,R,,S,R,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.46369,EKP,,,,S,R,,,,,,,,,R,,,,R,S,,,,R,,,S,,,,,,,,,,
573.5624,EKP,,,R,R,,,R,,,R,,R,R,R,,R,,R,R,,,,,,R,,,,R,R,,,,,,
573.66044,EKP,,,R,R,S,,R,,R,,R,R,S,R,R,,,R,R,,,R,R,R,R,R,,,,,,,,,,
573.31624,EKP,R,,,,R,,,R,,R,R,,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,
574.96,EKP,S,S,,R,,,,,,,,,S,R,S,,,R,R,,,R,R,S,R,S,,,,,,,,,,
72407.2567,EKP,S,S,R,,S,,R,,R,R,,,S,R,S,,,S,S,,,R,R,S,R,R,,,,,,,,,,
72407.2642,EKP,S,,,,,,,,,,S,,S,R,S,,,S,R,,,R,R,S,R,R,,,,,,,,,,
72407.2564,EKP,S,S,,,,R,,,,,R,,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
1304917.4,EKP,R,S,R,R,S,R,S,R,R,R,R,R,S,R,,,,R,R,,,,,S,,,,,,,,,,R,,
573.66536,EKP,,,,R,R,,,,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.65934,EKP,S,S,,,S,,R,,,,,R,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.4154,EKP,S,,S,,,,,,,R,R,,,S,R,,S,S,R,,,,,,,,,,,,,,,,,
573.65995,EKP,,S,,S,S,S,R,,S,,R,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66219,EKP,,,S,,,,,R,R,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.199,EKP,R,R,,,S,R,R,R,R,,R,,S,R,,,,R,S,,,,,S,,,,,,,,,,R,,
573.24342,EKP,,,R,,S,,S,R,,R,,,S,R,,R,R,R,R,,,,R,S,,,,,,R,,,,,,
72407.2308,EKP,S,,,R,,R,R,,,R,,S,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
573.66561,EKP,,,R,,R,,,R,,,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
72407.2396,EKP,S,,,,S,,,,R,R,S,,S,R,S,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2615,EKP,,,S,R,,S,R,,,R,,R,S,R,R,,,R,R,,,R,R,S,R,R,,,,,,,,,,
72407.2876,EKP,,,,S,,S,,,,S,,,S,R,S,,,R,S,,,R,R,S,R,R,,,,,,,,,,
1438697.3,EKP,,,S,R,S,,R,,,R,,S,S,,,,,R,R,,,,R,,R,,,,,R,,,,,,
573.66427,EKP,,S,,,,,,,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
573.66508,EKP,,S,,,R,,,R,,R,,,,R,R,R,R,R,,,,,,,,,,,,,,,,,,
